id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon,YADTV_2019,YoY_ratio,YoY_bins
37016V2252707,NAUEN,VEHICLE,Tønsberg,Vestfold og Telemark,E,EV18 S38D1 m2495,59.302183,10.358214,23775.0,1.07,3) -10%...+10%
43379V443819,Kirkeveien Høvik,VEHICLE,Bærum,Viken,F,FV1428 S1D1 m2772,59.90757,10.56425,8437.0,1.03,3) -10%...+10%
56036V971658,SKADALEN,VEHICLE,Sarpsborg,Viken,F,FV1160 S1D1 m4018,59.239761,11.135506,235.0,1.09,3) -10%...+10%
35799V319713,Ree,VEHICLE,Time,Rogaland,F,FV44 S13D1 m311,58.724847,5.629037,12811.0,1.13,4) +10%...+25%
75122V249425,Borgundfjordvegen,VEHICLE,Ålesund,Møre og Romsdal,F,FV6216 S1D1 m2354,62.462234,6.31641,6515.0,1.08,3) -10%...+10%
02250V930593,ALTA BRU,VEHICLE,Alta,Troms og Finnmark,E,EV6 S204D1 m8923,69.967649,23.376245,12246.0,1.07,3) -10%...+10%
65613V121784,LANGENES,VEHICLE,Kristiansand,Agder,F,FV456 S2D1 m4956,58.085073,7.920476,1832.0,1.0,3) -10%...+10%
60071V21853,VESTERVEIEN,VEHICLE,Arendal,Agder,F,FV420 S2D1 m2918,58.456884,8.758408,6918.0,0.92,3) -10%...+10%
64971V705029,RIVENES Ø,VEHICLE,Våler,Innlandet,F,FV2100 S2D1 m2677,60.688907,11.88276,727.0,1.06,3) -10%...+10%
68289V443882,Fv 203/Nycomed,VEHICLE,Asker,Viken,F,FV1436 S1D1 m4863,59.833219,10.423013,19107.0,1.06,3) -10%...+10%
97970V930577,FV367 Kirkenes X E6,VEHICLE,Sør-Varanger,Troms og Finnmark,F,FV8122 S1D1 m1274,69.72511,30.06747,2434.0,1.0,3) -10%...+10%
35258V2475662,VOLLEBERG,VEHICLE,Kristiansand,Agder,E,EV39 S126D1 m4059,58.12733,7.854676,18302.0,1.07,3) -10%...+10%
93714V443439,Preståsen,VEHICLE,Nannestad,Viken,E,EV16 S56D1 m2578,60.226722,11.043721,7198.0,0.83,2) -25%...+10%
87113V249341,Høgset,VEHICLE,Gjemnes,Møre og Romsdal,F,FV532 S2D1 m10271,62.964188,7.764092,1085.0,1.01,3) -10%...+10%
81328V704931,SANDER BRU,VEHICLE,Sør-Odal,Innlandet,F,FV1941 S1D1 m504,60.228381,11.809825,944.0,0.96,3) -10%...+10%
66164V886014,Fv82 Andenes vest (Merket),VEHICLE,Andøy,Nordland,F,FV82 S14D1 m9584,69.309271,16.088492,2881.0,1.09,3) -10%...+10%
07607V249425,Spjelkavik V.,VEHICLE,Ålesund,Møre og Romsdal,F,FV6216 S1D1 m250,62.462026,6.355016,6800.0,1.08,3) -10%...+10%
01321V384506,MARKANE,VEHICLE,Stryn,Vestland,R,RV15 S19D1 m9957,61.912,6.583364,2773.0,1.18,4) +10%...+25%
48178V705242,OS N,VEHICLE,Os,Innlandet,F,FV30 S16D1 m466,62.497564,11.238277,2657.0,1.0,3) -10%...+10%
95599B1820299,Nordsundet Sykkel,BICYCLE,Kristiansund,Møre og Romsdal,R,RV70 S19D110 m131,63.114298,7.753115,98.0,0.62,1) <-25%
45876V1060635,FAGERNES VEST,VEHICLE,Nord-Aurdal,Innlandet,E,EV16 S34D1 m7324,60.978719,9.222882,3631.0,1.06,3) -10%...+10%
36935V72359,SELSBAKK,VEHICLE,Trondheim,Trøndelag,R,RV706 S1D1 m1196,63.392768,10.382995,8370.0,1.05,3) -10%...+10%
32253V1060171,REINSVOLL,VEHICLE,Vestre Toten,Innlandet,F,FV246 S1D1 m11389,60.667634,10.66332,4125.0,1.03,3) -10%...+10%
50730V121765,MOEKRA,VEHICLE,Lyngdal,Agder,F,FV42 S11D1 m954,58.485746,7.450625,1038.0,1.23,4) +10%...+25%
49965V384062,STOREHAUGTUNNELEN,VEHICLE,Vik,Vestland,R,RV13 S39D1 m1186,60.998266,6.543165,543.0,1.03,3) -10%...+10%
21530V249641,Tustna,VEHICLE,Aure,Møre og Romsdal,F,FV680 S4D1 m3127,63.217761,8.086297,1000.0,1.12,4) +10%...+25%
15070V1822328,RAMPE FRA KNAPPETUN.,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m8898 KD7 m370,60.309545,5.266789,3272.0,1.0,3) -10%...+10%
17937V578125,Mellom Hell og Værnes flyplass,VEHICLE,Stjørdal,Trøndelag,F,FV950 S4D1 m3754,63.450843,10.915844,12323.0,0.87,2) -25%...+10%
22331V248904,Eksetstranda,VEHICLE,Volda,Møre og Romsdal,E,EV39 S39D1 m8801,62.159291,6.042886,9331.0,1.13,4) +10%...+25%
87161V2659404,Granfosstunnelen Med Metrering,VEHICLE,Bærum,Viken,R,RV150 S3D1 m551,59.913867,10.62897,15027.0,1.19,4) +10%...+25%
03819V320689,SUNDEKROSSEN,VEHICLE,Stavanger,Rogaland,F,FV4560 S1D1 m219,58.964167,5.614336,9826.0,1.13,4) +10%...+25%
96596V971417,KROKEDAL TPK,VEHICLE,Indre Østfold,Viken,R,RV22 S10D1 m14304,59.758302,11.292533,2152.0,0.93,3) -10%...+10%
74109V1175578,GREFSERUD,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV315 S1D80 m321,59.475935,10.316679,6488.0,1.1,3) -10%...+10%
14247V2353784,GAMLE NYGÅRDSBRO,VEHICLE,Bergen,Vestland,F,FV5332 S1D1 m235,60.381387,5.333237,5394.0,1.04,3) -10%...+10%
85357V1060740,FOLLEBU SØR,VEHICLE,Lillehammer,Innlandet,F,FV2528 S1D1 m8199,61.194689,10.28966,188.0,0.98,3) -10%...+10%
23265V885928,FAUSKE NORD,VEHICLE,Fauske,Nordland,E,EV6 S142D1 m429,67.277356,15.405479,4089.0,1.26,5) >+25%
10853V1822314,BUSSTERMINALEN DOLVIK,VEHICLE,Bergen,Vestland,F,FV556 S1D140 m20,60.309236,5.268442,172.0,0.97,3) -10%...+10%
01028V930519,Skarsvågkrysset FV171,VEHICLE,Nordkapp,Troms og Finnmark,F,FV8046 S1D1 m35,71.091465,25.78285,237.0,0.85,2) -25%...+10%
11051V704737,DREVSJØ Ø,VEHICLE,Engerdal,Innlandet,F,FV218 S1D1 m1010,61.886663,12.044328,453.0,0.25,1) <-25%
54929V805598,KVÅLE,VEHICLE,Voss,Vestland,E,EV16 S10D1 m5928,60.617978,6.372439,6160.0,1.13,4) +10%...+25%
41574V2303908,Ballesvikskartunnelen,VEHICLE,Senja,Troms og Finnmark,F,FV86 S10D1 m2033,69.364396,17.130193,345.0,1.15,4) +10%...+25%
22654V249543,Hjelviktunnelen Vest,VEHICLE,Rauma,Møre og Romsdal,E,EV136 S4D1 m6240,62.612121,7.247592,1785.0,1.22,4) +10%...+25%
40877V805709,KROSSLEITET,VEHICLE,Øygarden,Vestland,F,FV560 S1D1 m4059,60.317389,5.078406,6970.0,1.1,3) -10%...+10%
31525V705258,KILEN V,VEHICLE,Åsnes,Innlandet,F,FV206 S3D1 m3982,60.671831,12.164497,1171.0,0.89,2) -25%...+10%
64455V181051,DALER,VEHICLE,Drammen,Viken,F,FV2708 S1D1 m6795,59.750654,10.071894,4029.0,1.08,3) -10%...+10%
20571V320577,HESKESTAD V-EIDE,VEHICLE,Lund,Rogaland,E,EV39 S108D1 m7479,58.476122,6.359631,4984.0,1.15,4) +10%...+25%
12612V2054733,RAMSRUD,VEHICLE,Ringerike,Viken,R,RV7 S1D1 m1434,60.178058,10.197118,6790.0,1.11,4) +10%...+25%
51938V443842,LYSAKER (LILLEAKER),VEHICLE,Bærum,Viken,F,FV1633 S1D1 m737,59.913752,10.639871,7379.0,0.95,3) -10%...+10%
35229V971507,SVINESUND,VEHICLE,Halden,Viken,F,FV118 S1D1 m1031,59.106168,11.270762,8059.0,0.09,1) <-25%
06467V971554,SPYDEBERG SØR,VEHICLE,Indre Østfold,Viken,F,FV122 S1D1 m11849,59.608624,11.074217,3731.0,1.06,3) -10%...+10%
47932V805038,STORAVATN (RV555 RAMPE 41),VEHICLE,Bergen,Vestland,R,RV555 S1D1 m8311 KD4 m220,60.370581,5.214035,9572.0,1.0,3) -10%...+10%
72332V249578,Silnes,VEHICLE,Hustadvika,Møre og Romsdal,F,FV64 S11D1 m2178,62.935126,7.4378,2366.0,1.07,3) -10%...+10%
14354V444104,"Karlstua, Råholt",VEHICLE,Eidsvoll,Viken,F,FV1551 S2D1 m5925,60.294117,11.168905,8926.0,0.98,3) -10%...+10%
21405V2607269,ØRJE,VEHICLE,Marker,Viken,E,EV18 S68D1 m6551,59.484947,11.745628,6623.0,0.54,1) <-25%
11462V625377,Rv 4 Bjerke Nordgående Pårampe,VEHICLE,Oslo,Oslo,R,RV4 S1D1 m2095 KD2 m30,59.942538,10.810458,1602.0,1.12,4) +10%...+25%
18034V444240,RV 4 HAGAN TUNNELEN,VEHICLE,Nittedal,Viken,R,RV4 S3D1 m1739,60.00084,10.912145,15227.0,1.07,3) -10%...+10%
73457V705267,GAUPEN,VEHICLE,Ringsaker,Innlandet,F,FV213 S2D1 m9099,60.868413,10.775997,1561.0,0.98,3) -10%...+10%
58887V2228177,Raglamyr vest,VEHICLE,Karmøy,Rogaland,F,FV4848 S1D1 m7117,59.389114,5.323616,10340.0,1.11,4) +10%...+25%
44851V249053,Gjøsund,VEHICLE,Giske,Møre og Romsdal,R,RV658 S3D1 m3304,62.532167,6.121638,6753.0,0.85,2) -25%...+10%
01476V704695,NSB-BRU I KIRKENÆR,VEHICLE,Grue,Innlandet,F,FV201 S1D1 m184,60.451352,12.057447,2584.0,0.89,2) -25%...+10%
22478V1814807,HANASAND,VEHICLE,Stavanger,Rogaland,F,FV519 S1D1 m4520,59.118613,5.76034,1271.0,1.12,4) +10%...+25%
47985V2491853,E8 Halsebakken nedre,VEHICLE,Storfjord,Troms og Finnmark,E,EV8 S9D1 m13061,69.285319,20.464322,795.0,1.27,5) >+25%
49146V443594,Rv159 Fjellstad Pårampe,VEHICLE,Lørenskog,Viken,R,RV159 S3D1 m2626 KD4 m140,59.938694,11.008868,3632.0,1.05,3) -10%...+10%
54357V805355,STEINRUSTEN,VEHICLE,Askøy,Vestland,F,FV5256 S1D1 m1667,60.447379,5.207246,4339.0,1.06,3) -10%...+10%
74343V705192,SEGLA BRU ,VEHICLE,Løten,Innlandet,R,RV3 S2D1 m4789,60.834423,11.354178,7816.0,1.11,4) +10%...+25%
01236V705218,MIDTSKOGBERGET,VEHICLE,Trysil,Innlandet,R,RV25 S10D1 m1,61.118728,12.065031,2697.0,1.09,3) -10%...+10%
21987V1175583,SANDEBUKTVEIEN,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV319 S8D1 m7984,59.579327,10.23971,8245.0,0.97,3) -10%...+10%
00786V249561,Skjevik N.,VEHICLE,Molde,Møre og Romsdal,F,FV62 S1D1 m79,62.788069,7.523086,3334.0,1.07,3) -10%...+10%
54644V2518837,KNAPPETUNNELEN-LODDEFJORD,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m8898 KD1 m145,60.366007,5.25145,1702.0,1.05,3) -10%...+10%
20570V72811,Sundland,VEHICLE,Trondheim,Trøndelag,E,EV6 S76D1 m1539,63.402321,10.406876,43844.0,1.13,4) +10%...+25%
58648V248949,Hatlaåstunnelen,VEHICLE,Ålesund,Møre og Romsdal,E,EV136 S1D1 m8650,62.466206,6.295881,12258.0,1.14,4) +10%...+25%
92859V805620,OSTEREIDET,VEHICLE,Alver,Vestland,E,EV39 S72D1 m5373,60.626012,5.472028,3956.0,1.17,4) +10%...+25%
26071V121746,FJELLRO,VEHICLE,Kristiansand,Agder,E,EV39 S127D1 m4740,58.144119,7.927519,23888.0,1.08,3) -10%...+10%
27992V121431,DRIVENES,VEHICLE,Vennesla,Agder,F,FV454 S1D1 m2695,58.281802,7.959775,2049.0,1.02,3) -10%...+10%
86675V1060056,KALLERUD NORD,VEHICLE,Gjøvik,Innlandet,R,RV4 S15D1 m3020,60.790461,10.690978,12192.0,1.1,3) -10%...+10%
39653V2172095,HELLAND SYD,VEHICLE,Horten,Vestfold og Telemark,E,EV18 S41D1 m1618,59.437071,10.362144,29726.0,1.1,3) -10%...+10%
04049V805680,KNARVIK,VEHICLE,Alver,Vestland,F,FV57 S1D1 m399,60.548748,5.280873,14029.0,1.0,3) -10%...+10%
08921V705095,MOSANDEN,VEHICLE,Trysil,Innlandet,F,FV236 S1D1 m125,61.297297,12.264876,1122.0,1.23,4) +10%...+25%
20586V2721334,Flyplassvegen Sola PÅKJ mot sola,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m4555 KD4 m63,58.893893,5.631935,6852.0,0.65,1) <-25%
11786V2441492,ARM BØMLO-SVEIO,VEHICLE,Stord,Vestland,E,EV39 S86D1 m4965 KD2 m40,59.741064,5.40442,492.0,1.07,3) -10%...+10%
95509V319514,Søylandskiosken,VEHICLE,Gjesdal,Rogaland,E,EV39 S104D1 m1360,58.682833,5.987492,7294.0,1.13,4) +10%...+25%
63808V1060623,KVAM SENTRUM SØR (FV312),VEHICLE,Nord-Fron,Innlandet,F,FV2522 S6D1 m9079,61.665825,9.70523,1622.0,1.06,3) -10%...+10%
59118V971786,STRØMSFOSS SØR,VEHICLE,Aremark,Viken,F,FV21 S4D1 m9773,59.300818,11.67201,820.0,0.94,3) -10%...+10%
72861V2491863,E6 Skibotn x E8,VEHICLE,Storfjord,Troms og Finnmark,E,EV6 S182D1 m12539,69.373797,20.28776,1189.0,1.22,4) +10%...+25%
31157V2782679,Tromsøysundtunnelen T2,VEHICLE,Tromsø,Troms og Finnmark,E,EV8 S2D1 m5465,69.670087,19.019226,5331.0,1.08,3) -10%...+10%
49713V885513,Øverøya (Før Mosjøen flyplass),VEHICLE,Vefsn,Nordland,F,FV779 S1D1 m5361,65.793213,13.210373,1196.0,1.13,4) +10%...+25%
60303V930233,E6 Altaveien (ved sykkelpunkt),VEHICLE,Alta,Troms og Finnmark,E,EV6 S204D1 m4529,69.971264,23.278513,11108.0,1.08,3) -10%...+10%
06872V2518838,RAMPE LODDEFJORD-BERGEN,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m5610 KD2 m40,60.366148,5.249595,3619.0,1.06,3) -10%...+10%
08325V705282,NYDAL,VEHICLE,Ringsaker,Innlandet,F,FV1726 S1D1 m749,60.845408,11.043771,3038.0,1.12,4) +10%...+25%
04110V121776,STRØMME,VEHICLE,Kristiansand,Agder,F,FV401 S3D1 m84,58.158011,8.084177,12373.0,1.12,4) +10%...+25%
44165V521254,Bjørntvedtvegen X Trommedalsvegen,VEHICLE,Skien,Vestfold og Telemark,F,FV3290 S1D1 m2324,59.161995,9.605127,6982.0,1.12,4) +10%...+25%
99353V625530,"Ø.Akersvei 1,2",VEHICLE,Oslo,Oslo,R,RV163 S1D1 m10234,59.948418,10.947038,14776.0,1.09,3) -10%...+10%
57449V2237119,ØYERTUNNELEN,VEHICLE,Øyer,Innlandet,E,EV6 S42D1 m6468,61.290838,10.316844,7864.0,1.15,4) +10%...+25%
96272V384559,STEGASTEIN,VEHICLE,Aurland,Vestland,F,FV5627 S2D1 m6975,60.908805,7.212494,465.0,1.16,4) +10%...+25%
51449V885379,SOMMERSET/Dragsarmen,VEHICLE,Hamarøy,Nordland,R,RV827 S1D1 m2238,68.03658,16.049355,787.0,1.23,4) +10%...+25%
12349V1175828,HOF KRK,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV35 S10D1 m1754,59.538975,10.077492,2268.0,0.94,3) -10%...+10%
02722V886026,Sandkollen mot Støvset,VEHICLE,Bodø,Nordland,F,FV812 S4D10 m33,67.207499,14.949735,374.0,1.13,4) +10%...+25%
40748V443711,MYHRER,VEHICLE,Eidsvoll,Viken,F,FV181 S1D1 m2332,60.32357,11.230893,9385.0,1.01,3) -10%...+10%
24316B805152,Sandviken Sykkel_R2,BICYCLE,Bergen,Vestland,F,FV577 S1D1 m2713,60.405356,5.323404,226.0,0.78,2) -25%...+10%
56338V1764577,Sh Levanger sør,VEHICLE,Levanger,Trøndelag,K,KV4900 S1D1 m40,63.743249,11.29142,2344.0,0.99,3) -10%...+10%
35511V805647,LÅTEFOSS,VEHICLE,Ullensvang,Vestland,R,RV13 S25D1 m3561,59.948557,6.583493,2533.0,1.04,3) -10%...+10%
54640V705275,FURNESVEGEN,VEHICLE,Hamar,Innlandet,F,FV224 S1D1 m642,60.80069,11.074098,6436.0,0.93,3) -10%...+10%
74896V384121,UTVIKFJELLET,VEHICLE,Gloppen,Vestland,F,FV60 S17D1 m9714,61.767097,6.504455,1330.0,1.27,5) >+25%
66819V1175504,UNDERSBO,VEHICLE,Larvik,Vestfold og Telemark,F,FV303 S1D1 m2584,59.046454,10.051778,12222.0,0.91,3) -10%...+10%
82885V805617,FLØYFJ SØRGÅENDE,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m6550,60.389045,5.339588,23649.0,1.17,4) +10%...+25%
62685V885925,RØKLAND NORD,VEHICLE,Saltdal,Nordland,E,EV6 S138D1 m2820,66.995704,15.339975,2278.0,1.19,4) +10%...+25%
89208V249580,Kårvåg,VEHICLE,Averøy,Møre og Romsdal,F,FV64 S14D1 m418,63.01135,7.437986,2409.0,1.22,4) +10%...+25%
99179B803039,FJØSANGER SYKKEL,BICYCLE,Bergen,Vestland,E,EV39 S78D120 m808,60.365101,5.342697,210.0,0.81,2) -25%...+10%
66595V521439,Svanvik,VEHICLE,Skien,Vestfold og Telemark,F,FV353 S3D1 m830,59.131589,9.520439,5204.0,0.93,3) -10%...+10%
62952V1175584,HANEKLEIVVEIEN,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV319 S9D1 m2378,59.575337,10.192868,2050.0,1.09,3) -10%...+10%
62931V705208,KIRKENÆR N,VEHICLE,Grue,Innlandet,R,RV2 S8D1 m9395,60.47968,12.069472,3597.0,0.95,3) -10%...+10%
63354V971485,GAUTESTAD,VEHICLE,Rakkestad,Viken,R,RV22 S5D1 m5514,59.375662,11.302026,5199.0,1.0,3) -10%...+10%
26849V121777,KVARSTEIN,VEHICLE,Vennesla,Agder,F,FV405 S2D1 m284,58.229935,7.938486,7770.0,1.02,3) -10%...+10%
04219V1060106,NORDBERG (SKAMSAR),VEHICLE,Skjåk,Innlandet,R,RV15 S8D1 m2410,61.898419,8.208784,1883.0,1.07,3) -10%...+10%
26549V2669516,R80 Olav5 FØR CityNord,VEHICLE,Bodø,Nordland,R,RV80 S6D1 m6444,67.27707,14.429799,14437.0,1.06,3) -10%...+10%
74431V384079,STRYN AUST,VEHICLE,Stryn,Vestland,R,RV15 S18D1 m7215,61.912289,6.750635,2613.0,1.14,4) +10%...+25%
35424V21953,NESBAKKEN,VEHICLE,Arendal,Agder,F,FV3502 S1D1 m501,58.502175,8.863641,3119.0,1.06,3) -10%...+10%
57807V22155,BORKEDALEN,VEHICLE,Lillesand,Agder,F,FV420 S10D1 m3319,58.239825,8.358686,4787.0,1.1,3) -10%...+10%
64982V805707,UTENFOR LYDERHORNSTUNNELEN ØST,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m6136,60.3666,5.249194,34927.0,1.0,3) -10%...+10%
15579V1060666,LILLO NORD (FV33),VEHICLE,Østre Toten,Innlandet,F,FV33 S7D1 m1351,60.695199,10.823683,5144.0,1.05,3) -10%...+10%
77208V2370670,Karmøytunnelen Håvik,VEHICLE,Karmøy,Rogaland,F,FV553 S1D1 m7480,59.315812,5.322174,4115.0,1.11,4) +10%...+25%
22138V319962,Ilstad,VEHICLE,Suldal,Rogaland,F,FV520 S2D1 m1991,59.561137,6.26909,932.0,1.23,4) +10%...+25%
80088V249596,Atlanten,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S19D1 m1285,63.122294,7.740006,18854.0,1.11,4) +10%...+25%
49741V249595,Bolga,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S17D1 m7478,63.085632,7.797952,6760.0,1.08,3) -10%...+10%
40308V72241,Brekktunnelen,VEHICLE,Skaun,Trøndelag,E,EV39 S1D1 m5116,63.32031,10.205196,12635.0,1.07,3) -10%...+10%
99725V971782,GUSTVET,VEHICLE,Indre Østfold,Viken,F,FV128 S10D1 m943,59.629824,10.941412,709.0,0.94,3) -10%...+10%
91229V886007,R80 Skjæringa,VEHICLE,Bodø,Nordland,R,RV80 S6D190 m2882,67.276906,14.437319,14143.0,1.04,3) -10%...+10%
12094B1811873,Slettebø (sykkel),BICYCLE,Eigersund,Rogaland,R,RV426 S1D100 m1004,58.469568,6.025824,50.0,1.02,3) -10%...+10%
15511V805138,NESTTUNVEIEN SØR,VEHICLE,Bergen,Vestland,F,FV582 S2D1 m30,60.314755,5.354974,12315.0,1.05,3) -10%...+10%
28120V1126319,SILSAND ØST,VEHICLE,Senja,Troms og Finnmark,F,FV86 S5D1 m1246,69.244971,17.952923,7353.0,1.1,3) -10%...+10%
20412V578630,HØKNES,VEHICLE,Namsos,Trøndelag,F,FV17 S9D1 m6633,64.463939,11.54615,3501.0,1.02,3) -10%...+10%
89574V704631,VALLSET KIRKE,VEHICLE,Stange,Innlandet,F,FV24 S8D1 m6939,60.700852,11.326394,4048.0,0.82,2) -25%...+10%
38053V2473660,Oppdølsstrandtunnelen,VEHICLE,Sunndal,Møre og Romsdal,R,RV70 S9D1 m7619,62.740059,8.542185,2259.0,1.04,3) -10%...+10%
78777V319712,Lerbrekk,VEHICLE,Hå,Rogaland,F,FV44 S11D1 m7779,58.617945,5.62228,6752.0,1.09,3) -10%...+10%
87686V521452,Hjuksebø,VEHICLE,Notodden,Vestfold og Telemark,F,FV360 S3D1 m375,59.502112,9.330129,2948.0,1.06,3) -10%...+10%
01154V1126338,Tømmerelv,VEHICLE,Balsfjord,Troms og Finnmark,F,FV858 S1D1 m113,69.216885,19.298582,2042.0,1.09,3) -10%...+10%
86659V384478,STOREHAUG NORD,VEHICLE,Sunnfjord,Vestland,E,EV39 S58D1 m12851,61.383022,5.803657,4609.0,1.18,4) +10%...+25%
22761V443202,Ski Flataaser avrampe,VEHICLE,Nordre Follo,Viken,E,EV6 S14D1 m7218 KD1 m180,59.793314,10.841593,3365.0,1.01,3) -10%...+10%
33736V971548,ELVESTAD SØR,VEHICLE,Indre Østfold,Viken,F,FV120 S4D1 m1972,59.591851,10.888471,4530.0,1.04,3) -10%...+10%
53882V181287,Ringerike Folkehøyskole,VEHICLE,Ringerike,Viken,F,FV290 S1D1 m2120,60.163828,10.245939,3851.0,1.02,3) -10%...+10%
99522V249256,Grytten,VEHICLE,Rauma,Møre og Romsdal,F,FV5992 S1D1 m4721,62.526007,7.707678,386.0,1.09,3) -10%...+10%
79492V521118,Menstadbrua,VEHICLE,Skien,Vestfold og Telemark,F,FV32 S7D10 m490,59.17412,9.632633,13188.0,1.04,3) -10%...+10%
60707V249015,Holssanden,VEHICLE,Sunndal,Møre og Romsdal,R,RV70 S8D1 m2984,62.660556,8.63922,2735.0,1.11,4) +10%...+25%
00127V1060045,STRYKEN,VEHICLE,Lunner,Viken,R,RV4 S8D1 m10,60.157062,10.721254,7186.0,1.06,3) -10%...+10%
09537V384484,VÅTEDALEN,VEHICLE,Sunnfjord,Vestland,E,EV39 S53D1 m2768,61.625601,6.527761,2454.0,1.2,4) +10%...+25%
30937V444231,Svartskog,VEHICLE,Nordre Follo,Viken,E,EV18 S57D1 m6000,59.775641,10.770275,14027.0,0.97,3) -10%...+10%
31588V886040,Evenes flyplass,VEHICLE,Evenes,Nordland,E,EV10 S28D10 m174,68.491981,16.696945,1750.0,0.72,1) <-25%
47623V578084,Verdal arm Steinkjer-Verdalsøra,VEHICLE,Verdal,Trøndelag,E,EV6 S86D1 m3749 KD3 m152,63.786542,11.461584,1339.0,0.91,3) -10%...+10%
68651V2350599,GARDERMOEN KONTROLL,VEHICLE,Ullensaker,Viken,E,EV16 S57D1 m2941,60.167675,11.115952,28000.0,0.54,1) <-25%
07530B1807128,Liljevatnet sykkel ,BICYCLE,Øygarden,Vestland,R,RV555 S1D300 m90,60.367827,5.149519,16.0,0.92,3) -10%...+10%
20790V1885953,STRAUMEVEIEN,VEHICLE,Bergen,Vestland,F,FV556 S1D1 m4840,60.32461,5.274389,14247.0,1.04,3) -10%...+10%
19302V1175853,ILEBREKKE,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV311 S3D1 m2347,59.294194,10.478108,7155.0,1.05,3) -10%...+10%
69586V1175703,FARMANNSVEIEN,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV3120 S1D1 m911,59.273474,10.407065,8195.0,1.07,3) -10%...+10%
96409V1175856,GRAVNINGEN,VEHICLE,Holmestrand,Vestfold og Telemark,F,FV313 S2D1 m2362,59.575092,10.221177,3053.0,1.06,3) -10%...+10%
43761V1724813,FATLATUNNELEN,VEHICLE,Sogndal,Vestland,R,RV13 S47D1 m3551,61.168063,6.906844,2304.0,1.08,3) -10%...+10%
10248V704627,KORSMO N,VEHICLE,Sør-Odal,Innlandet,F,FV24 S2D1 m1015,60.262722,11.660091,4514.0,0.8,2) -25%...+10%
45342V320223,Dusavikveien,VEHICLE,Stavanger,Rogaland,F,FV4584 S1D1 m2235,58.98797,5.701504,3884.0,0.86,2) -25%...+10%
60195V930629,KVALSUND,VEHICLE,Hammerfest,Troms og Finnmark,R,RV94 S2D1 m18455,70.509374,23.970538,1450.0,1.05,3) -10%...+10%
91158V625541,Rv 163 Brobekk Nordgående Pårampe,VEHICLE,Oslo,Oslo,R,RV163 S1D1 m2479 KD2 m134,59.932714,10.82807,3048.0,1.08,3) -10%...+10%
98948V805142,KRINGSJÅVEIEN V/LYNGBØ,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m3267,60.382901,5.270133,11582.0,1.17,4) +10%...+25%
48680B2413627,FLUET SYKKEL,BICYCLE,Arendal,Agder,F,FV410 S5D1 m8102,58.463551,8.782511,211.0,0.84,2) -25%...+10%
35874V704871,KLEVFOSS ,VEHICLE,Løten,Innlandet,F,FV1836 S1D1 m854,60.787281,11.319732,2093.0,0.9,2) -25%...+10%
25920V885956,OSAN,VEHICLE,Vågan,Nordland,E,EV10 S14D1 m6221,68.224724,14.520075,6200.0,1.07,3) -10%...+10%
88287V805625,SENTRUM - VESTRE,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m7122 KD7 m260,60.383572,5.33447,3953.0,0.87,2) -25%...+10%
18953V1203536,REINSVOLL NORD,VEHICLE,Vestre Toten,Innlandet,R,RV4 S14D1 m1050,60.69914,10.616662,6978.0,1.11,4) +10%...+25%
66438V1688187,HVIDEVOLL,VEHICLE,Kvinnherad,Vestland,F,FV5048 S1D1 m13,59.793062,5.731539,1443.0,1.16,4) +10%...+25%
74937V180956,BJØBERG,VEHICLE,Hemsedal,Viken,R,RV52 S6D1 m2376,60.930264,8.19797,1454.0,1.04,3) -10%...+10%
07156V248908,Ytterholen,VEHICLE,Ålesund,Møre og Romsdal,E,EV39 S32D1 m9344,62.470778,6.364525,9159.0,1.22,4) +10%...+25%
64745V443652,ASKER RØYKENVEIEN,VEHICLE,Asker,Viken,F,FV167 S2D1 m7066,59.833581,10.437857,13421.0,1.03,3) -10%...+10%
96703V1060697,LOMOEN (FV255),VEHICLE,Nord-Fron,Innlandet,F,FV255 S11D1 m10,61.596224,9.730088,3382.0,1.07,3) -10%...+10%
32146V249669,Aukraheimen,VEHICLE,Aukra,Møre og Romsdal,F,FV530 S1D1 m3209,62.801347,6.892909,2151.0,1.01,3) -10%...+10%
23294V705289,RINGSAKER GRENSE,VEHICLE,Ringsaker,Innlandet,F,FV1734 S3D1 m1020,60.818424,11.052546,1915.0,1.56,5) >+25%
76940V1685349,PALMAFOSSEN NORD,VEHICLE,Voss,Vestland,F,FV5386 S1D1 m41,60.636038,6.465595,5089.0,1.09,3) -10%...+10%
